ID,APS_ID,memberID,SequenceID
5907,0,79444,1
5908,4,79445,1
5909,0,79446,1
5910,0,79447,1
5911,0,79448,1
5912,0,79449,1
5913,0,79450,1
5914,0,79451,1
5915,0,79452,1
5916,22,79453,1
5918,26,79454,1
5919,0,79455,1
5920,0,79456,1
5921,0,79457,1
5922,0,79458,1
5923,0,79459,1
5924,0,79460,1
5925,0,79461,1
5926,1,79462,1
5927,0,79463,1
5928,0,79464,1
5929,0,79465,1
5930,0,79466,1
5932,0,79467,1
5934,0,79468,1
5935,0,79469,1
5936,0,79470,1
5937,0,79471,1
5938,0,79472,1
5939,0,79473,1
5940,0,79474,1
5941,0,79475,1
5942,0,79476,1
5943,0,79477,1
5944,0,79478,1
5946,0,79479,1
5947,0,79480,1
5948,0,79481,1
5949,0,79482,1
5950,0,79483,1
5951,0,79484,1
5952,0,79485,1
5953,0,79486,1
5954,0,79487,1
5955,0,79488,1
5956,0,79489,1
5957,0,79490,1
5958,0,79491,1
5959,0,79492,1
5960,0,79493,1
5961,17,79494,1
5962,1,79495,1
5963,0,79496,1
5964,0,79497,1
5965,0,79498,1
5966,0,79499,1
5967,0,79500,1
5968,0,79501,1
5969,0,79502,1
5970,0,79503,1
5971,0,79504,1
5972,0,79505,1
5973,0,79506,1
5974,0,79507,1
5975,0,79508,1
5976,0,79509,1
5977,0,79510,1
5978,0,79511,1
5979,0,79512,1
5981,0,79513,1
5982,0,79514,1
5983,0,79515,1
5984,0,79516,1
5986,0,79517,1
5987,0,79518,1
5988,0,79519,1
5989,2,79520,1
5990,23,79521,1
5991,0,79525,1
5992,0,79526,1
5993,0,79527,1
5994,0,79528,1
5995,0,79529,1
5996,0,79530,1
5997,0,79531,1
5998,0,79532,1
5999,0,79533,1
6000,0,79534,1
6003,4,79535,1
6004,0,79536,1
6005,0,79537,1
6006,0,79538,1
6007,0,79539,1
6008,0,79540,1
6009,0,79541,1
6011,0,79542,1
6012,0,79546,1
6013,0,79547,1
6014,0,79548,1
6015,0,79549,1
6016,1,79550,1
6017,0,79551,1
6019,0,79552,1
6020,19,79555,1
6022,0,79556,1
6023,0,79557,1
6024,0,79558,1
6025,0,79559,1
6026,1,79560,1
6027,0,79565,1
6028,0,79566,1
6029,0,79567,1
6030,13,79568,1
6031,0,79569,1
6032,0,79570,1
6033,0,79571,1
6034,0,79572,1
6035,0,79573,1
6036,0,79574,1
6037,0,79575,1
6038,0,79576,1
6039,0,79577,1
6040,0,79578,1
6041,0,79579,1
6042,0,79580,1
6043,0,79581,1
6044,0,79582,1
6045,0,79583,1
6046,0,79584,1
6047,0,79585,1
6048,0,79586,1
6049,0,79587,1
6050,0,79588,1
6051,0,79589,1
6052,0,79590,1
6053,0,79591,1
6054,0,79592,1
6055,0,79593,1
6056,0,79594,1
6057,0,79595,1
6058,0,79596,1
6059,0,79597,1
6060,0,79598,1
6061,0,79599,1
6062,0,79600,1
6063,0,79601,1
6064,0,79602,1
6065,0,79603,1
6066,0,79604,1
6067,0,79605,1
6068,0,79606,1
6069,0,79607,1
6070,0,79608,1
6071,0,79609,1
6073,0,79610,1
6074,22,79611,1
6075,0,79612,1
6076,5,79613,1
6077,0,79614,1
6078,0,79615,1
6079,0,79616,1
6080,1,79617,1
6081,0,79618,1
6082,0,79619,1
6083,0,79620,1
6084,20,79621,1
6085,0,79622,1
6086,0,79623,1
6087,0,79624,1
6088,0,79625,1
6090,0,79626,1
6091,0,79627,1
6092,0,79628,1
6093,1,79629,1
6094,0,79630,1
6095,0,79631,1
6096,0,79632,1
6097,0,79633,1
6098,2,79634,1
6099,20,79635,1
6101,0,79636,1
6103,5,79637,1
6104,5,79638,1
6105,22,79639,1
6107,0,79640,1
6108,20,79641,1
6109,0,79642,1
6110,4,79643,1
6111,0,79644,1
6112,0,79645,1
6114,0,79646,1
6115,0,79652,1
6116,0,79653,1
6117,0,79654,1
6118,0,79655,1
6119,0,79656,1
6120,0,79657,1
6121,0,79658,1
6122,22,79661,1
6123,4,79662,1
6124,0,79663,1
6125,17,79664,1
6126,0,79665,1
6128,0,79666,1
6129,0,79667,1
6130,12,79668,1
6131,0,79669,1
6132,0,79670,1
6133,0,79675,1
6134,0,79677,1
6135,0,79678,1
6136,0,79680,1
6137,0,79681,1
6138,0,79682,1
6139,0,79683,1
6140,0,79684,1
6142,0,79685,1
6143,0,79686,1
6144,0,79687,1
6145,0,79688,1
6146,0,79689,1
6147,0,79690,1
6148,18,79691,1
6149,4,79692,1
6150,0,79693,1
6151,0,79694,1
6152,0,79695,1
6153,1,79696,1
6154,0,79697,1
6155,0,79698,1
6156,0,79699,1
6157,0,79700,1
6158,0,79701,1
6159,0,79702,1
6160,0,79703,1
6161,0,79704,1
6162,0,79705,1
6163,0,79706,1
6164,0,79707,1
6165,0,79708,1
6166,0,79709,1
6167,0,79710,1
6168,0,79711,1
6169,0,79712,1
6170,20,79713,1
6171,0,79714,1
6172,0,79715,1
6173,0,79716,1
6174,0,79717,1
6175,0,79718,1
6177,0,79719,1
6178,15,79720,1
6179,0,79721,1
6180,0,79727,1
6181,0,79730,1
6182,0,79738,1
6183,0,79739,1
6184,0,79740,1
6185,0,79741,1
6186,0,79742,1
6187,0,79743,1
6188,0,79744,1
6189,0,79745,1
6190,0,79746,1
6191,0,79747,1
6192,0,79751,1
6193,0,79752,1
6194,0,79753,1
6195,1,79754,1
6196,0,79755,1
6197,0,79756,1
6198,0,79757,1
6199,0,79758,1
6200,0,79759,1
6201,0,79763,1
6202,0,79764,1
6203,7,79765,1
6204,0,79766,1
6205,0,79767,1
6206,0,79768,1
6207,0,79769,1
6208,0,79770,1
6209,0,79771,1
6210,0,79772,1
6211,0,79773,1
6212,0,79774,1
6213,0,79775,1
6214,0,79776,1
6215,0,79777,1
6216,0,79778,1
6217,0,79779,1
6218,0,79780,1
6219,0,79781,1
6220,0,79782,1
6221,0,79783,1
6222,0,79784,1
6223,0,79785,1
6224,1,79786,1
6225,0,79787,1
6226,0,79788,1
6227,0,79789,1
6228,0,79790,1
6229,0,79791,1
6230,0,79792,1
6231,0,79793,1
6232,0,79794,1
6233,0,79795,1
6234,0,79796,1
6235,1,79797,1
6236,0,79798,1
6237,1,79799,1
6238,0,79800,1
6239,0,79801,1
6240,0,79802,1
6241,0,79803,1
6242,0,79804,1
6243,3,79805,1
6244,0,79806,1
6245,20,79807,1
6246,0,79808,1
6247,0,79809,1
6249,0,79810,1
6250,0,79811,1
6251,0,79812,1
6252,0,79813,1
6253,0,79814,1
6254,0,79815,1
6255,17,79816,1
6256,23,79817,1
6257,0,79818,1
6259,0,79819,1
6261,19,79820,1
6262,22,79821,1
6263,0,79822,1
6266,0,79823,1
6267,0,79832,1
6268,21,79833,1
6270,0,79834,1
6273,1,79835,1
6274,0,79836,1
6275,0,79837,1
6276,20,79838,1
6278,0,79839,1
6279,0,79840,1
6280,0,79841,1
6281,0,79842,1
6282,0,79843,1
6283,0,79844,1
6284,0,79845,1
6285,0,79846,1
6286,0,79847,1
6287,0,79848,1
6288,0,79849,1
6289,0,79850,1
6290,0,79851,1
6291,0,79852,1
6292,0,79853,1
6293,0,79854,1
6294,0,79855,1
6295,0,79856,1
6297,0,79857,1
6298,0,79858,1
6299,0,79859,1
6300,0,79860,1
6301,0,79861,1
6302,0,79862,1
6303,0,79863,1
6304,0,79864,1
6305,0,79865,1
6307,0,79866,1
6308,3,79867,1
6310,0,79868,1
6312,0,79869,1
6313,19,79873,1
6314,19,79874,1
6315,0,79875,1
6316,0,79876,1
6317,0,79877,1
6318,1,79878,1
6319,0,79880,1
6320,0,79881,1
6321,0,79882,1
6322,0,79883,1
6323,23,79884,1
6324,0,79885,1
6325,0,79886,1
6326,0,79887,1
6327,0,79888,1
6328,0,79889,1
6329,0,79890,1
6331,0,79891,1
6333,0,79892,1
6334,22,79893,1
6335,0,79894,1
6336,0,79895,1
6337,0,79896,1
6338,0,79897,1
6340,0,79898,1
6341,4,79899,1
6346,0,79905,1
6347,0,79909,1
6348,4,79910,1
6349,0,79911,1
6350,0,79912,1
6351,0,79913,1
6353,0,79914,1
6354,18,79915,1
6355,15,79916,1
6357,0,79919,1
6358,20,79920,1
6359,0,79921,1
6360,0,79922,1
6361,0,79923,1
6362,24,79924,1
6364,6,79925,1
6365,0,79926,1
6366,14,79927,1
6368,0,79928,1
6369,0,79929,1
6370,0,79930,1
6371,0,79931,1
6372,0,79932,1
6373,0,79933,1
6374,0,79934,1
6375,0,79935,1
6376,0,79936,1
6378,0,79937,1
6379,5,79938,1
6380,0,79939,1
6381,0,79940,1
6382,1,79941,1
6383,0,79942,1
6384,0,79943,1
6386,2,79944,1
6388,0,79945,1
6390,0,79946,1
6391,0,79947,1
6392,0,79948,1
6393,0,79949,1
6395,17,79950,1
6396,0,79951,1
6398,0,79952,1
6399,0,79953,1
6400,0,79954,1
6401,0,79955,1
6402,0,79956,1
6404,19,79957,1
6405,19,79958,1
6406,0,79959,1
6408,0,79960,1
6409,0,79961,1
6410,4,79962,1
6412,21,79964,1
6414,0,79965,1
6415,0,79966,1
6416,0,79967,1
6417,0,79968,1
6418,0,79969,1
6419,0,79970,1
6420,0,79971,1
6421,0,79972,1
6423,0,79973,1
6424,0,79974,1
6425,0,79975,1
6426,0,79976,1
6427,0,79977,1
6428,0,79978,1
6429,0,79979,1
6431,0,79980,1
6432,0,79981,1
6433,0,79982,1
6434,20,79983,1
6435,4,79984,1
6436,0,79985,1
6437,0,79986,1
6438,0,79987,1
6439,0,79988,1
6440,0,79989,1
6442,0,79990,1
6443,0,79991,1
6444,0,79992,1
6445,3,79993,1
27779,3,79993,2
6446,0,79994,1
6447,0,79995,1
6448,0,79996,1
6449,0,79997,1
6450,23,79998,1
6451,0,79999,1
6452,0,80000,1
6453,0,80001,1
6455,7,80002,1
6456,0,80004,1
6457,0,80005,1
6458,0,80006,1
6459,0,80007,1
6461,0,80008,1
6462,4,80009,1
6463,7,80010,1
6464,0,80011,1
6465,22,80012,1
6466,0,80013,1
6468,0,80014,1
6469,0,80015,1
6471,0,80016,1
6472,5,80020,1
6473,0,80021,1
6474,0,80022,1
6475,0,80023,1
6476,0,80024,1
6477,0,80025,1
6478,0,80026,1
6479,22,80029,1
6480,0,80030,1
6481,0,80031,1
6482,0,80032,1
6483,0,80033,1
6484,0,80034,1
6485,0,80035,1
6486,0,80036,1
6487,0,80037,1
6488,0,80038,1
6489,16,80039,1
6490,5,80040,1
6491,0,80041,1
6492,0,80042,1
6494,0,80043,1
6495,0,80044,1
6496,3,80045,1
6497,0,80046,1
6498,0,80047,1
6499,0,80048,1
6500,0,80049,1
6501,0,80050,1
6502,0,80051,1
6503,0,80052,1
6504,0,80053,1
6505,0,80054,1
6506,0,80055,1
6507,0,80056,1
6508,0,80057,1
6509,4,80058,1
6510,0,80059,1
6511,0,80060,1
6512,0,80061,1
6513,0,80062,1
6514,0,80063,1
6515,0,80064,1
6516,0,80065,1
6518,22,80066,1
6519,0,80067,1
6520,0,80068,1
6521,0,80069,1
6522,0,80070,1
6523,4,80077,1
6524,0,80078,1
6525,0,80079,1
6526,0,80080,1
6527,0,80081,1
6528,0,80082,1
6529,0,80083,1
6530,0,80084,1
6531,0,80085,1
6532,0,80086,1
6533,0,80087,1
6534,0,80088,1
6535,0,80089,1
6536,0,80090,1
6537,0,80091,1
6538,0,80092,1
6539,19,80093,1
6540,4,80094,1
6541,20,80095,1
6542,20,80096,1
6543,20,80097,1
6544,22,80098,1
6545,6,80099,1
6546,20,80100,1
6547,20,80101,1
6548,22,80102,1
6549,20,80103,1
6550,20,80104,1
6551,20,80105,1
6552,6,80106,1
6553,20,80107,1
6555,18,80109,1
6556,0,80110,1
6557,0,80111,1
6558,0,80112,1
6559,0,80113,1
6560,0,80114,1
6561,0,80115,1
6562,0,80116,1
6563,0,80117,1
6564,0,80118,1
6565,0,80119,1
6566,20,80120,1
6567,0,80121,1
6568,0,80122,1
6569,0,80123,1
6570,0,80124,1
6571,20,80125,1
6572,10,80126,1
6573,0,80127,1
6574,16,80128,1
6575,0,80129,1
6576,0,80130,1
6577,0,80131,1
6578,0,80132,1
6579,0,80133,1
6580,0,80134,1
6582,0,80137,1
6583,0,80138,1
6584,4,80139,1
6585,0,80140,1
6586,0,80141,1
6587,0,80142,1
6588,0,80143,1
6589,0,80144,1
6590,0,80145,1
6591,0,80146,1
6592,7,80147,1
6593,0,80148,1
6594,0,80149,1
6595,0,80150,1
6596,0,80151,1
6597,0,80152,1
6598,0,80153,1
6599,0,80154,1
6600,12,80155,1
6601,0,80160,1
6602,0,80161,1
6603,0,80162,1
6604,0,80163,1
6605,0,80164,1
6606,0,80165,1
6607,0,80166,1
6608,0,80167,1
6609,0,80168,1
6610,0,80169,1
6611,0,80170,1
6612,0,80171,1
6613,0,80172,1
6615,10,80173,1
6616,3,80174,1
6617,0,80175,1
6618,0,80176,1
6619,0,80177,1
6620,15,80178,1
6621,0,80179,1
6623,10,80180,1
6625,0,80181,1
6626,0,80182,1
6627,6,80183,1
6628,0,80184,1
6629,0,80185,1
6630,0,80186,1
6631,0,80187,1
6632,0,80188,1
6633,22,80189,1
6634,0,80190,1
6635,0,80191,1
6636,0,80192,1
6637,0,80193,1
6638,0,80194,1
6639,20,80195,1
6640,0,80196,1
6641,0,80201,1
6642,0,80202,1
6643,0,80203,1
6644,0,80204,1
6645,0,80205,1
6646,5,80206,1
6647,0,80207,1
6648,0,80208,1
6649,0,80209,1
6650,0,80210,1
6651,0,80211,1
6652,0,80212,1
6653,0,80213,1
6654,0,80214,1
6655,0,80215,1
6656,0,80216,1
6657,0,80217,1
6658,0,80218,1
6659,0,80219,1
6660,0,80220,1
6661,0,80221,1
6662,0,80222,1
6663,0,80223,1
6664,0,80224,1
6665,0,80225,1
6666,0,80226,1
6667,0,80227,1
6668,0,80228,1
6669,4,80229,1
26412,3,80229,2
29878,32,80229,3
6670,0,80230,1
6671,0,80231,1
6672,0,80232,1
6673,5,80233,1
6674,1,80234,1
6676,0,80235,1
6677,0,80236,1
6678,0,80237,1
6679,0,80238,1
6680,0,80239,1
6681,0,80240,1
6682,0,80241,1
6683,0,80242,1
6684,0,80243,1
6690,0,80244,1
6691,0,80245,1
6692,0,80246,1
6693,0,80247,1
6694,0,80248,1
6695,0,80249,1
6696,12,80250,1
6697,0,80251,1
6698,4,80252,1
6699,4,80253,1
6700,22,80254,1
6701,0,80255,1
6702,3,80256,1
6703,0,80257,1
6704,0,80258,1
6705,0,80259,1
6706,0,80260,1
6707,0,80261,1
6708,0,80262,1
6709,0,80263,1
6710,3,80264,1
6711,0,80265,1
6712,0,80266,1
6713,0,80267,1
6714,0,80268,1
6715,0,80269,1
6716,0,80270,1
6717,0,80271,1
6718,0,80272,1
6719,0,80273,1
6720,0,80274,1
6721,0,80275,1
6722,0,80276,1
6723,0,80277,1
6724,0,80278,1
6725,5,80279,1
6726,26,80280,1
6727,0,80281,1
6728,0,80282,1
6729,0,80283,1
6730,0,80284,1
6731,0,80285,1
6732,0,80286,1
6733,0,80287,1
6734,0,80288,1
6735,0,80289,1
6736,0,80290,1
6737,3,80291,1
6738,3,80292,1
6739,3,80293,1
6740,3,80294,1
6741,3,80295,1
6742,3,80296,1
6743,3,80297,1
6744,3,80298,1
6745,3,80299,1
6746,3,80300,1
6747,3,80301,1
6748,3,80302,1
6749,3,80303,1
6751,3,80304,1
6752,3,80305,1
6753,3,80306,1
6754,3,80307,1
6755,3,80308,1
6756,3,80309,1
6757,3,80310,1
6758,3,80311,1
6759,3,80312,1
6760,3,80313,1
6761,3,80314,1
6763,0,80315,1
6764,0,80316,1
6765,0,80317,1
6766,0,80321,1
6767,0,80322,1
6768,0,80323,1
6769,0,80324,1
6770,0,80325,1
6771,0,80326,1
6772,0,80327,1
6773,0,80328,1
6774,0,80329,1
6775,0,80330,1
6777,0,80332,1
6778,0,80333,1
6779,0,80334,1
6782,0,80335,1
6783,0,80336,1
6784,26,80337,1
6786,0,80338,1
6787,0,80339,1
6788,0,80340,1
6789,0,80341,1
6791,18,80342,1
6792,0,80343,1
6793,0,80344,1
6794,0,80345,1
6795,0,80346,1
6796,0,80349,1
6797,0,80350,1
6798,12,80351,1
6799,12,80352,1
6800,21,80353,1
6802,0,80354,1
6803,22,80355,1
6804,12,80356,1
6805,0,80357,1
6806,12,80358,1
6807,0,80359,1
6808,0,80360,1
6809,0,80361,1
6810,0,80362,1
6811,0,80363,1
6812,0,80364,1
6813,0,80365,1
6814,0,80366,1
6815,0,80367,1
6816,0,80368,1
6817,0,80369,1
6818,0,80370,1
6819,0,80371,1
6820,0,80372,1
6821,0,80373,1
6822,0,80374,1
6823,0,80375,1
6824,0,80376,1
6825,0,80377,1
6826,0,80378,1
6827,0,80379,1
6830,0,80381,1
6831,0,80382,1
6832,0,80383,1
6833,0,80384,1
6834,7,80385,1
6835,0,80386,1
6836,0,80387,1
6837,0,80392,1
6838,0,80393,1
6839,23,80394,1
6840,0,80395,1
6841,0,80396,1
6842,0,80397,1
6843,0,80398,1
6844,0,80399,1
6845,27,80400,1
6846,0,80401,1
6847,0,80402,1
6848,0,80403,1
6849,0,80404,1
6850,0,80405,1
6851,0,80406,1
6852,4,80407,1
6853,21,80408,1
6854,0,80409,1
6855,0,80410,1
6856,4,80411,1
6857,0,80412,1
6858,0,80413,1
6859,0,80414,1
6860,0,80415,1
6861,0,80416,1
6862,0,80417,1
6864,0,80418,1
6865,4,80419,1
6866,0,80420,1
6867,0,80421,1
6868,5,80422,1
6869,0,80423,1
6870,0,80424,1
6871,4,80425,1
6872,0,80426,1
6873,26,80427,1
6875,0,80428,1
6876,31,80431,1
29826,31,80431,2
29827,31,80431,3
6877,8,80432,1
6878,8,80433,1
6879,8,80434,1
6880,0,80435,1
6881,0,80436,1
6882,0,80437,1
6883,0,80438,1
6884,0,80439,1
6885,0,80440,1
6886,0,80441,1
6887,0,80442,1
6888,0,80443,1
6889,8,80444,1
6890,0,80445,1
6891,3,80451,1
6892,17,80452,1
6893,0,80454,1
6894,0,80455,1
6895,0,80456,1
6896,4,80457,1
6897,0,80458,1
6898,2,80459,1
6899,4,80460,1
6900,0,80461,1
6901,0,80462,1
6902,0,80463,1
6904,0,80464,1
6905,2,80468,1
6906,2,80469,1
6908,0,80471,1
6909,0,80472,1
6910,0,80473,1
6911,0,80474,1
6913,0,80475,1
6914,0,80476,1
6915,0,80477,1
6923,4,80478,1
6917,0,80479,1
6918,0,80480,1
6919,0,80481,1
6920,0,80482,1
6922,4,80484,1
6925,23,80486,1
6926,0,80487,1
6927,0,80488,1
6928,0,80489,1
6929,20,80490,1
6930,0,80491,1
6931,0,80494,1
6932,4,80495,1
6933,0,80496,1
6935,4,80497,1
6936,0,80498,1
6937,0,80499,1
6938,3,80500,1
6939,8,80501,1
6941,8,80502,1
6942,8,80503,1
6943,8,80504,1
6944,8,80505,1
6945,8,80506,1
6946,4,80507,1
6947,8,80508,1
6948,8,80509,1
6949,8,80510,1
6950,0,80511,1
6951,0,80512,1
6952,8,80513,1
6953,0,80514,1
6955,0,80515,1
6956,0,80516,1
6957,0,80517,1
6959,0,80518,1
6960,8,80519,1
6961,8,80520,1
6962,8,80521,1
6963,3,80522,1
6964,3,80523,1
6965,3,80524,1
6966,25,80525,1
6967,3,80526,1
6968,3,80527,1
6969,3,80528,1
6970,3,80529,1
6971,3,80530,1
6972,3,80531,1
6973,0,80532,1
6974,3,80533,1
6975,3,80534,1
6976,3,80535,1
6977,3,80536,1
6978,27,80537,1
6979,4,80538,1
6980,27,80539,1
6981,0,80540,1
6982,27,80541,1
6983,27,80542,1
6984,0,80543,1
6985,27,80544,1
6986,0,80545,1
6987,3,80546,1
6988,9,80547,1
6989,3,80548,1
6990,3,80549,1
6992,3,80551,1
6993,0,80552,1
6994,3,80553,1
6995,3,80554,1
6996,3,80555,1
6997,27,80556,1
6998,3,80557,1
6999,0,80558,1
7000,27,80559,1
7001,0,80560,1
7002,3,80561,1
7003,3,80562,1
7004,3,80563,1
7005,3,80564,1
7006,0,80565,1
7007,3,80566,1
7008,3,80567,1
7009,27,80568,1
7010,3,80569,1
7011,7,80570,1
7013,3,80572,1
7014,3,80573,1
7015,3,80574,1
7016,3,80575,1
7017,3,80576,1
7018,3,80577,1
7019,3,80578,1
7020,0,80579,1
7021,0,80580,1
7022,0,80581,1
7023,0,80582,1
7025,3,80583,1
7026,3,80584,1
7027,3,80585,1
7028,3,80586,1
7029,3,80587,1
7030,3,80588,1
7031,3,80589,1
7032,3,80590,1
7033,3,80591,1
7034,3,80592,1
7035,3,80593,1
7036,3,80594,1
7037,3,80595,1
7038,3,80596,1
7039,3,80597,1
7040,3,80598,1
7041,3,80599,1
7043,3,80600,1
26727,9,80600,2
7044,3,80601,1
7045,3,80602,1
7046,3,80603,1
7047,3,80604,1
7048,3,80605,1
7049,3,80606,1
7050,3,80607,1
7051,3,80608,1
7052,24,80609,1
7053,3,80610,1
7054,3,80611,1
7055,3,80612,1
7056,3,80613,1
7057,3,80614,1
7058,3,80615,1
7059,3,80616,1
7060,3,80617,1
7061,3,80618,1
7062,3,80619,1
7063,3,80620,1
7064,3,80621,1
7065,3,80622,1
7066,3,80623,1
7067,9,80624,1
7068,3,80625,1
7069,3,80626,1
7070,3,80627,1
7071,0,80628,1
7072,0,80629,1
7073,0,80630,1
7074,0,80631,1
7076,15,80632,1
7078,0,80633,1
7079,0,80634,1
7080,17,80635,1
7081,0,80636,1
7082,0,80637,1
7083,0,80638,1
7084,0,80639,1
7085,0,80640,1
7086,0,80641,1
7087,0,80642,1
7088,0,80643,1
7089,0,80644,1
7090,0,80645,1
7091,0,80646,1
7092,0,80647,1
7093,0,80648,1
7094,0,80649,1
7095,0,80650,1
7096,6,80651,1
7097,0,80652,1
7098,4,80653,1
7099,0,80654,1
7100,0,80655,1
7102,0,80656,1
7103,0,80657,1
7104,2,80658,1
7105,0,80659,1
7106,0,80660,1
7107,0,80661,1
7108,3,80662,1
7109,0,80663,1
7111,4,80664,1
7112,0,80665,1
7113,0,80666,1
7114,0,80667,1
7115,0,80668,1
7117,0,80669,1
7118,0,80670,1
7119,0,80671,1
7120,0,80672,1
7121,0,80673,1
7122,0,80674,1
7123,0,80675,1
7124,0,80676,1
7125,0,80677,1
7126,0,80678,1
7127,0,80679,1
7128,0,80680,1
7129,0,80681,1
7130,0,80682,1
7131,0,80683,1
7132,0,80684,1
7133,0,80685,1
7134,0,80686,1
7135,0,80687,1
7136,0,80688,1
7137,0,80689,1
7138,0,80690,1
7139,0,80691,1
7140,0,80692,1
7141,0,80693,1
7143,0,80694,1
7144,0,80695,1
7145,0,80696,1
7146,0,80697,1
7147,0,80698,1
7148,0,80699,1
7149,0,80700,1
7150,0,80701,1
7151,0,80702,1
7152,0,80703,1
7153,0,80704,1
7154,0,80705,1
7155,0,80706,1
7156,0,80707,1
7157,0,80708,1
7158,0,80709,1
7159,0,80710,1
7160,0,80711,1
7161,0,80712,1
7162,0,80713,1
7163,0,80714,1
7164,0,80715,1
7165,0,80716,1
7166,0,80717,1
7167,0,80718,1
7168,0,80719,1
7169,8,80722,1
7170,0,80723,1
7171,0,80724,1
7172,0,80725,1
7173,0,80726,1
7174,8,80727,1
7175,0,80728,1
7176,8,80729,1
7177,0,80730,1
7178,0,80731,1
7179,0,80732,1
7180,0,80733,1
7181,0,80734,1
7182,0,80735,1
7183,0,80736,1
7184,8,80737,1
7185,0,80738,1
7186,16,80739,1
7188,0,80740,1
7189,0,80741,1
7190,0,80742,1
7191,0,80743,1
7192,0,80744,1
7193,0,80745,1
7194,0,80746,1
7195,0,80747,1
7196,0,80748,1
7197,0,80749,1
7198,0,80750,1
7199,0,80751,1
7200,0,80752,1
7201,0,80753,1
7202,0,80754,1
7203,0,80755,1
7204,0,80756,1
7205,0,80757,1
7206,0,80758,1
7207,0,80759,1
7208,0,80760,1
7209,0,80761,1
7210,0,80762,1
7211,0,80763,1
7212,0,80769,1
7213,20,80770,1
7214,4,80771,1
7215,8,80772,1
7216,0,80773,1
7217,24,80774,1
7218,8,80775,1
7219,8,80776,1
7220,0,80777,1
7221,0,80778,1
7222,0,80779,1
7223,0,80780,1
7225,0,80781,1
7226,0,80782,1
7227,0,80783,1
7228,0,80784,1
7229,0,80785,1
7230,0,80786,1
7231,0,80787,1
7232,0,80788,1
7233,0,80789,1
7234,0,80790,1
7235,0,80791,1
7236,0,80792,1
7237,0,80793,1
7238,8,80794,1
7239,0,80795,1
7240,0,80796,1
7241,0,80797,1
7242,0,80798,1
7243,0,80799,1
7244,0,80800,1
7245,0,80801,1
7246,0,80802,1
7248,0,80804,1
7249,8,80805,1
7250,8,80806,1
7251,0,80807,1
7252,0,80808,1
7253,0,80809,1
7254,0,80810,1
7255,0,80811,1
7256,0,80812,1
7257,0,80813,1
7258,0,80814,1
7259,0,80815,1
7260,15,80820,1
7261,0,80821,1
7262,0,80822,1
7263,8,80823,1
7265,0,80824,1
7267,0,80825,1
7268,0,80826,1
7269,0,80827,1
7270,0,80828,1
7271,0,80829,1
7272,0,80830,1
7273,0,80831,1
7274,0,80832,1
7275,0,80833,1
7276,0,80834,1
7277,0,80835,1
7278,0,80836,1
7279,0,80837,1
7280,0,80838,1
7281,0,80839,1
7282,0,80840,1
7283,0,80841,1
7284,0,80842,1
7286,0,80843,1
7287,0,80844,1
7288,0,80845,1
7289,0,80846,1
7290,0,80847,1
7291,0,80848,1
7292,0,80849,1
7293,0,80850,1
7294,10,80851,1
7295,0,80852,1
7296,0,80853,1
7297,0,80854,1
7298,0,80855,1
7299,0,80856,1
7300,0,80857,1
7301,0,80858,1
7303,0,80859,1
7304,0,80860,1
7305,0,80861,1
7306,0,80862,1
7307,0,80863,1
7308,0,80864,1
7309,4,80865,1
7310,4,80866,1
7311,0,80867,1
7312,0,80868,1
7313,8,80869,1
7314,8,80870,1
7315,0,80871,1
7316,0,80872,1
7317,0,80873,1
7318,0,80874,1
7319,0,80875,1
7320,0,80876,1
7321,0,80877,1
7322,0,80878,1
7323,0,80879,1
7324,0,80880,1
7325,0,80881,1
7326,0,80882,1
7327,0,80883,1
7328,0,80884,1
7329,0,80885,1
7330,0,80886,1
7331,0,80887,1
7332,4,80888,1
7333,0,80889,1
7334,0,80890,1
7335,14,80891,1
7336,7,80892,1
7337,0,80893,1
7338,0,80894,1
7339,0,80895,1
7340,8,80896,1
7342,0,80897,1
7343,0,80898,1
7344,0,80899,1
7345,0,80900,1
7346,0,80901,1
7347,0,80902,1
7348,0,80903,1
7349,0,80904,1
7350,0,80905,1
7351,0,80906,1
7352,0,80907,1
7353,0,80908,1
7354,0,80909,1
7355,0,80910,1
7356,0,80911,1
7357,0,80912,1
7358,0,80913,1
7359,0,80914,1
7360,0,80915,1
7361,0,80916,1
7362,0,80917,1
7363,0,80918,1
7364,0,80919,1
7365,0,80920,1
7366,20,80921,1
7367,0,80922,1
7368,0,80923,1
7369,0,80924,1
7370,0,80925,1
7371,4,80926,1
7372,0,80927,1
7373,0,80928,1
7374,0,80929,1
7375,0,80930,1
7376,0,80931,1
7377,0,80932,1
7378,0,80933,1
7379,0,80934,1
7380,0,80935,1
7381,0,80936,1
7382,0,80937,1
7383,0,80938,1
7384,0,80939,1
7385,8,80940,1
7386,0,80941,1
7388,0,80942,1
7389,8,80948,1
7390,0,80951,1
7391,8,80952,1
7392,8,80953,1
7393,8,80954,1
7394,8,80955,1
7395,8,80956,1
7396,8,80957,1
7397,8,80958,1
7398,8,80959,1
7399,9,80960,1
7400,0,80961,1
7401,0,80962,1
7402,0,80965,1
7403,27,80966,1
7404,0,80967,1
7405,22,80970,1
7407,0,80971,1
7408,0,80972,1
7409,0,80973,1
7410,0,80974,1
7411,0,80975,1
7412,0,80976,1
7413,0,80977,1
7414,0,80978,1
